norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
5->4->3->2->1





{'graph_norm_type': 'adjacency', 'pair_norm_type': 'laplacian', 'pair_dis_type': 'cosine', 'pair_trunc': 0, 'norm_power': [-0.5, -0.4, -0.3, -0.2, -0.1], 'norm_power_len': [-40, -40, -40, -40, -40], 'nclass': 5, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 0.0005, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.2, 'norm': 'none', 'nonlinear': 'GELU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'False', 'dataset': 'chameleon', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(98.2296, grad_fn=<MulBackward0>) tensor(92.4788, grad_fn=<MulBackward0>)





19978, 0.96677780, 0.54285717, 0.96677780               0.88375175, 0.88374335, 0.88365304
19979, 0.96673232, 0.54065937, 0.96673232               0.88375175, 0.88374335, 0.88365304
19980, 0.96671015, 0.54065937, 0.96671015               0.88375175, 0.88374335, 0.88365304
19981, 0.96659523, 0.53626376, 0.96659523               0.88375175, 0.88374335, 0.88365304
19982, 0.96640569, 0.53626376, 0.96640569               0.88375175, 0.88374335, 0.88365304
19983, 0.96642822, 0.53406596, 0.96642822               0.88375175, 0.88374335, 0.88365304
19984, 0.96651429, 0.53846157, 0.96651429               0.88375175, 0.88374335, 0.88365304
19985, 0.96639156, 0.53846157, 0.96639156               0.88375175, 0.88374335, 0.88365304
19986, 0.96629572, 0.54065937, 0.96629572               0.88375175, 0.88374335, 0.88365304
19987, 0.96618599, 0.54065937, 0.96618599               0.88375175, 0.88374335, 0.88365304
19988, 0.96633947, 0.53846157, 0.96633947               0.88375175, 0.88374335, 0.88365304
19989, 0.96600497, 0.53846157, 0.96600497               0.88375175, 0.88374335, 0.88365304
19990, 0.96601993, 0.53846157, 0.96601993               0.88375175, 0.88374335, 0.88365304
19991, 0.96613437, 0.53626376, 0.96613437               0.88375175, 0.88374335, 0.88365304
19992, 0.96609926, 0.53846157, 0.96609926               0.88375175, 0.88374335, 0.88365304
19993, 0.96592128, 0.53626376, 0.96592128               0.88375175, 0.88374335, 0.88365304
19994, 0.96593726, 0.54285717, 0.96593726               0.88375175, 0.88374335, 0.88365304
19995, 0.96591526, 0.54285717, 0.96591526               0.88375175, 0.88374335, 0.88365304
19996, 0.96605539, 0.54285717, 0.96605539               0.88375175, 0.88374335, 0.88365304
19997, 0.96579051, 0.54065937, 0.96579051               0.88375175, 0.88374335, 0.88365304
19998, 0.96561158, 0.54285717, 0.96561158               0.88375175, 0.88374335, 0.88365304
19999, 0.96568292, 0.53626376, 0.96568292               0.88375175, 0.88374335, 0.88365304
{'graph_norm_type': 'adjacency', 'pair_norm_type': 'laplacian', 'pair_dis_type': 'cosine', 'pair_trunc': 0, 'norm_power': [-0.5, -0.4, -0.3, -0.2], 'norm_power_len': [-40, -40, -40, -40], 'nclass': 5, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 0.0005, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.2, 'norm': 'none', 'nonlinear': 'GELU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'False', 'dataset': 'chameleon', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(101.5391, grad_fn=<MulBackward0>) tensor(91.8478, grad_fn=<MulBackward0>)




19978, 0.97691911, 0.55164838, 0.97691911               0.92649996, 0.92615974, 0.92594332
19979, 0.97642595, 0.53846157, 0.97642595               0.92649996, 0.92615974, 0.92594332
19980, 0.96368700, 0.54505497, 0.96368700               0.92649996, 0.92615974, 0.92594332
19981, 0.98252362, 0.54505497, 0.98252362               0.92649996, 0.92615974, 0.92594332
19982, 0.97141021, 0.52527475, 0.97141021               0.92649996, 0.92615974, 0.92594332
19983, 0.96297038, 0.52967036, 0.96297038               0.92649996, 0.92615974, 0.92594332
19984, 0.97738677, 0.53186816, 0.97738677               0.92649996, 0.92615974, 0.92594332
19985, 0.97195619, 0.54065937, 0.97195619               0.92649996, 0.92615974, 0.92594332
19986, 0.95751637, 0.52747256, 0.95751637               0.92649996, 0.92615974, 0.92594332
19987, 0.97305548, 0.55824178, 0.97305548               0.92649996, 0.92615974, 0.92594332
19988, 0.95355105, 0.51868135, 0.95355105               0.92649996, 0.92615974, 0.92594332
19989, 0.96127462, 0.52527475, 0.96127462               0.92649996, 0.92615974, 0.92594332
19990, 0.96001995, 0.54725277, 0.96001995               0.92649996, 0.92615974, 0.92594332
19991, 0.95340788, 0.57142860, 0.95340788               0.92649996, 0.92615974, 0.92594332
